doc_name	sentence	pictos_ref_ids	sense_keys
doc1	sentez vous comme une masse dans le ventre	[[30196], [2608], [12313], [8474], [35493], [7034], [8476], [2786]]	[['feel%2:39:00::', 'sense%2:39:00::', 'comprehend%2:39:00::', 'perceive%2:39:00::', 'sensation%1:09:01::', 'sense%1:09:02::', 'sensory_faculty%1:09:00::', 'sentience%1:09:00::', 'sentiency%1:09:00::'], [], [], [], ['weight%1:23:00::', 'weight_unit%1:23:00::', 'system_of_weights%1:23:00::', 'weight%1:23:01::'], [], [], ['belly%1:08:02::', 'paunch%1:08:00::', 'abdomen%1:08:00::', 'belly%1:08:00::', 'stomach%1:08:01::', 'venter%1:08:00::', 'bay_window%1:08:00::', 'corporation%1:08:00::', 'pot%1:08:00::', 'potbelly%1:08:00::', 'tummy%1:08:01::']]
doc1	votre cycle est il régulier	[[12285], [32490], [5858], [], [37163]]	[[''], ['catamenia%1:22:00::', 'flow%1:22:01::', 'menses%1:22:00::', 'menstruation%1:22:00::', 'menstruum%1:22:00::', 'period%1:22:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['again%4:02:00::', 'once_again%4:02:00::', 'once_more%4:02:00::', 'over_again%4:02:00::']]
doc1	avez vous des bouffées de chaleur	[[9001], [2608], [8477], [], [], [35561]]	[['be%2:42:00::', 'exist%2:42:00::'], [], [], [], [], ['heat%1:07:01::', 'high_temperature%1:07:00::', 'hotness%1:07:00::', 'heat%1:09:00::', 'warmth%1:09:00::']]
doc1	depuis combien d'heures avez vous mal	[[7077], [7073], [7074], [7129], [9001], [2608], [30620]]	[[], ['amount%1:03:00::', 'measure%1:03:00::', 'quantity%1:03:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::'], [], ['60_minutes%1:28:00::', 'hour%1:28:00::', 'hr%1:28:00::'], ['be%2:42:00::', 'exist%2:42:00::'], [], ['hurt%2:29:02::', 'suffer%2:29:00::', 'ache%2:39:01::', 'hurt%2:39:01::', 'suffer%2:39:00::', 'hurt%2:29:02::', 'suffer%2:29:00::', 'ache%2:39:01::', 'hurt%2:39:01::', 'suffer%2:39:00::']]
doc1	avez vous mangé quelque chose aujourd'hui	[[9001], [2608], [2349], [5374], [4610], [7131], [7131]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['eat%2:34:00::', 'consume%2:34:00::', 'have%2:34:00::', 'ingest%2:34:00::', 'take%2:34:00::', 'take_in%2:34:00::'], ['about%4:02:00::', 'approximately%4:02:00::', 'around%4:02:03::', 'close_to%4:02:00::', 'just_about%4:02:00::', 'more_or_less%4:02:00::', 'or_so%4:02:00::', 'roughly%4:02:00::', 'some%4:02:00::', 'some%5:00:00:extraordinary:00', 'several%5:00:00:some:00', 'respective%5:00:00:individual:00', 'several%5:00:00:individual:00', 'various%5:00:00:individual:00'], ['food%1:13:00::', 'solid_food%1:13:00::', 'food%1:03:00::', 'nutrient%1:03:00::'], ['today%4:02:00::'], ['today%4:02:00::']]
doc1	la douleur diminue t elle en position debout	[[8476], [2367], [19557], [], [], [11709], [], [13370]]	[[], ['hurting%1:26:00::', 'pain%1:26:00::', 'pain%1:09:00::', 'pain_sensation%1:09:00::', 'painful_sensation%1:09:00::'], ['lour%2:30:01::', 'lower%2:30:01::'], [], [], [], [], ['stand%2:35:00::', 'stand_up%2:35:00::']]
doc1	êtes vous constipé	[[5858], [2608], [7097]]	[['be%2:42:03::', 'be%2:42:06::'], [], ['constipation%1:26:00::', 'irregularity%1:26:00::']]
doc1	la douleur vous empêche t elle d'aller à selles	[[8476], [2367], [2608], [9022], [], [], [7074], [3428], [3428], [3428]]	[[], ['hurting%1:26:00::', 'pain%1:26:00::', 'pain%1:09:00::', 'pain_sensation%1:09:00::', 'painful_sensation%1:09:00::'], [], ['ban%2:32:00::', 'disallow%2:32:00::', 'forbid%2:32:00::', 'interdict%2:32:00::', 'nix%2:32:00::', 'prohibit%2:32:00::', 'proscribe%2:32:00::', 'veto%2:32:00::'], [], [], [], ['empty%2:29:00::', 'evacuate%2:29:00::', 'void%2:29:00::', 'ca-ca%2:29:00::', 'crap%2:29:00::', 'defecate%2:29:00::', 'make%2:29:00::', 'shit%2:29:00::', 'stool%2:29:00::', 'take_a_crap%2:29:00::', 'take_a_shit%2:29:00::'], ['empty%2:29:00::', 'evacuate%2:29:00::', 'void%2:29:00::', 'ca-ca%2:29:00::', 'crap%2:29:00::', 'defecate%2:29:00::', 'make%2:29:00::', 'shit%2:29:00::', 'stool%2:29:00::', 'take_a_crap%2:29:00::', 'take_a_shit%2:29:00::'], ['empty%2:29:00::', 'evacuate%2:29:00::', 'void%2:29:00::', 'ca-ca%2:29:00::', 'crap%2:29:00::', 'defecate%2:29:00::', 'make%2:29:00::', 'shit%2:29:00::', 'stool%2:29:00::', 'take_a_crap%2:29:00::', 'take_a_shit%2:29:00::']]
doc1	avez vous pu uriner	[[9001], [2608], [11750], [3429]]	[['be%2:42:00::', 'exist%2:42:00::'], [], [''], ['make%2:29:01::', 'make_water%2:29:00::', 'micturate%2:29:00::', 'pass_water%2:29:00::', 'pee%2:29:00::', 'pee-pee%2:29:00::', 'piddle%2:29:00::', 'piss%2:29:00::', 'puddle%2:29:00::', 'relieve_oneself%2:29:00::', 'spend_a_penny%2:29:00::', 'take_a_leak%2:29:00::', 'urinate%2:29:00::', 'wee%2:29:00::', 'wee-wee%2:29:00::']]
doc1	êtes vous allergique au paracétamol	[[5858], [2608], [31662], [11709], [8359]]	[['be%2:42:03::', 'be%2:42:06::'], [], ['allergic_reaction%1:26:00::', 'allergy%1:26:00::', 'allergic%5:00:00:susceptible:00', 'hypersensitised%5:00:00:susceptible:00', 'hypersensitive%5:00:00:susceptible:00', 'hypersensitized%5:00:00:susceptible:00', 'sensitised%5:00:00:susceptible:00', 'sensitized%5:00:00:susceptible:00', 'supersensitised%5:00:00:susceptible:00', 'supersensitive%5:00:00:susceptible:00', 'supersensitized%5:00:00:susceptible:00'], [], ['medicament%1:06:00::', 'medication%1:06:00::', 'medicinal_drug%1:06:00::', 'medicine%1:06:00::']]
doc1	avez vous eu les oreillons	[[], [2608], [9001], [8477], []]	[[], [], ['be%2:42:00::', 'exist%2:42:00::'], [], []]
doc1	avez vous appliqué une crème sur la lésion	[[9001], [2608], [5096], [5096], [5096], [7814], [8476], [5484]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['apply%2:35:00::', 'put_on%2:35:00::', 'spread%2:35:13::'], ['apply%2:35:00::', 'put_on%2:35:00::', 'spread%2:35:13::'], ['apply%2:35:00::', 'put_on%2:35:00::', 'spread%2:35:13::'], [''], [], ['harm%1:26:00::', 'hurt%1:26:00::', 'injury%1:26:00::', 'trauma%1:26:02::', 'cut%1:26:00::', 'gash%1:26:00::', 'slash%1:26:00::', 'slice%1:26:00::']]
doc1	depuis combien de jours avez vous mal	[[7077], [7073], [7074], [7022], [9001], [2608], [30620]]	[[], ['amount%1:03:00::', 'measure%1:03:00::', 'quantity%1:03:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::'], [], ['day%1:28:02::', 'daylight%1:28:00::', 'daytime%1:28:00::'], ['be%2:42:00::', 'exist%2:42:00::'], [], ['hurt%2:29:02::', 'suffer%2:29:00::', 'ache%2:39:01::', 'hurt%2:39:01::', 'suffer%2:39:00::', 'hurt%2:29:02::', 'suffer%2:29:00::', 'ache%2:39:01::', 'hurt%2:39:01::', 'suffer%2:39:00::']]
doc1	vos vaccins sont ils à jour	[[12287], [30072], [5858], [], [], [5584]]	[[''], ['inoculation%1:04:00::', 'vaccination%1:04:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], [], ['yes%1:10:00::']]
doc1	avez vous mal au niveau des reins maintenant	[[9001], [2608], [30620], [11709], [5367], [], [2812], [13026]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['hurt%2:29:02::', 'suffer%2:29:00::', 'ache%2:39:01::', 'hurt%2:39:01::', 'suffer%2:39:00::', 'hurt%2:29:02::', 'suffer%2:29:00::', 'ache%2:39:01::', 'hurt%2:39:01::', 'suffer%2:39:00::'], [], ['both%5:00:00:some:00', 'together%4:02:02::', 'joint%3:00:00::', 'close%3:00:05::', 'near%3:00:00::', 'nigh%3:00:00::'], [], ['kidney%1:08:00::'], ['now%4:02:00::', 'nowadays%4:02:00::', 'today%4:02:01::', 'at_present%4:02:00::', 'now%4:02:04::']]
doc1	la douleur est elle plus forte le soir	[[8476], [2367], [5858], [], [3220], [], [8476], [7181]]	[[], ['hurting%1:26:00::', 'pain%1:26:00::', 'pain%1:09:00::', 'pain_sensation%1:09:00::', 'painful_sensation%1:09:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['plus_sign%1:10:00::', 'sign%1:10:04::'], [], [], ['night%1:28:02::', 'dark%1:28:00::', 'night%1:28:00::', 'nighttime%1:28:00::', 'night%1:28:03::', 'night%1:28:05::']]
doc1	avez vous des tremblements	[[9001], [2608], [8477], []]	[['be%2:42:00::', 'exist%2:42:00::'], [], [], []]
doc1	depuis combien de jours êtes vous fatigué	[[7077], [7073], [7074], [7022], [5858], [2608], [2314]]	[[], ['amount%1:03:00::', 'measure%1:03:00::', 'quantity%1:03:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::'], [], ['day%1:28:02::', 'daylight%1:28:00::', 'daytime%1:28:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['tired%3:00:00::', 'dog-tired%5:00:00:tired:00', 'exhausted%5:00:00:tired:00', 'fagged%5:00:00:tired:00', 'fatigued%5:00:00:tired:00', 'gone%5:00:00:tired:00', 'played_out%5:00:00:tired:00', 'spent%5:00:00:tired:00', 'washed-out%5:00:00:tired:00', 'worn-out%5:00:00:tired:00', 'worn_out%5:00:00:tired:00']]
doc1	votre dos s'est déjà bloqué avant	[[12285], [2748], [], [5858], [37162], [], [5451]]	[[''], ['back%1:08:00::', 'dorsum%1:08:01::'], [], ['be%2:42:03::', 'be%2:42:06::'], ['again%4:02:00::', 'once_again%4:02:00::', 'once_more%4:02:00::', 'over_again%4:02:00::'], [], ['above%4:02:01::', 'higher_up%4:02:00::', 'in_a_higher_place%4:02:00::', 'to_a_higher_place%4:02:00::']]
doc1	quand avez vous reçu un coup au dos	[[22621], [], [2608], [9001], [8474], [9000], [11709], [2748]]	[[], [], [], ['be%2:42:00::', 'exist%2:42:00::'], [], ['plug%2:35:00::', 'punch%2:35:00::', 'box%2:35:00::', 'biff%1:04:00::', 'clout%1:04:00::', 'lick%1:04:01::', 'poke%1:04:00::', 'punch%1:04:00::', 'slug%1:04:00::', 'beat%2:35:01::', 'beat_up%2:35:01::', 'work_over%2:35:00::'], [], ['back%1:08:00::', 'dorsum%1:08:01::']]
doc1	devez vous faire une dialyse	[[15525], [2608], [9001], [8474], [32494]]	[['compel%2:41:00::', 'obligate%2:41:00::', 'oblige%2:41:00::'], [], ['be%2:42:00::', 'exist%2:42:00::'], [], ['dialysis%1:04:00::']]
doc1	êtes vous allergique aux poils de chats	[[5858], [2608], [31662], [11709], [24256], [7074], [2406]]	[['be%2:42:03::', 'be%2:42:06::'], [], ['allergic_reaction%1:26:00::', 'allergy%1:26:00::', 'allergic%5:00:00:susceptible:00', 'hypersensitised%5:00:00:susceptible:00', 'hypersensitive%5:00:00:susceptible:00', 'hypersensitized%5:00:00:susceptible:00', 'sensitised%5:00:00:susceptible:00', 'sensitized%5:00:00:susceptible:00', 'supersensitised%5:00:00:susceptible:00', 'supersensitive%5:00:00:susceptible:00', 'supersensitized%5:00:00:susceptible:00'], [], ['hair%1:08:01::', 'pilus%1:08:00::', 'hair%1:08:00::'], [], ['cat%1:05:00::', 'true_cat%1:05:00::', 'kitty%1:05:01::', 'kitty-cat%1:05:00::', 'puss%1:05:00::', 'pussy%1:05:00::', 'pussycat%1:05:00::']]
doc1	enflez vous avec ce médicament	[[15399], [2608], [7064], [8476], [8359]]	[['speech_therapy%1:04:00::', 'blow_up%2:30:04::', 'inflate%2:30:00::', 'cheek%1:08:00::'], [], [], [], ['medicament%1:06:00::', 'medication%1:06:00::', 'medicinal_drug%1:06:00::', 'medicine%1:06:00::']]
doc1	êtes vous tombé	[[5858], [2608], [4582]]	[['be%2:42:03::', 'be%2:42:06::'], [], ['fall%2:38:15::', 'fall_down%2:38:15::', 'fall%2:38:03::', 'fall%2:38:14::', 'fall_over%2:29:00::', 'go_over%2:29:00::']]
doc1	avez vous des animaux à la maison	[[9001], [2608], [8477], [25654], [7041], [8476], [2317]]	[['be%2:42:00::', 'exist%2:42:00::'], [], [], ['pet%1:05:00::'], [], [], ['house%1:06:00::', 'family%1:14:02::', 'home%1:14:00::', 'house%1:14:05::', 'household%1:14:00::', 'menage%1:14:00::']]
doc1	est ce que le pied était rouge	[[], [], [], [8476], [2841], [5858], [2808]]	[[], [], [], [], ['foot%1:08:01::', 'human_foot%1:08:00::', 'pes%1:08:00::'], ['be%2:42:03::', 'be%2:42:06::'], ['blood-red%5:00:00:chromatic:00', 'carmine%5:00:00:chromatic:00', 'cerise%5:00:00:chromatic:00', 'cherry%5:00:00:chromatic:00', 'cherry-red%5:00:00:chromatic:00', 'crimson%5:00:00:chromatic:00', 'red%5:00:01:chromatic:00', 'reddish%5:00:00:chromatic:00', 'ruby%5:00:00:chromatic:00', 'ruby-red%5:00:00:chromatic:00', 'ruddy%5:00:00:chromatic:00', 'scarlet%5:00:00:chromatic:00']]
doc1	avez vous eu un bleu sur la cheville	[[], [2608], [9001], [8474], [8170], [7814], [8476], [3405]]	[[], [], ['be%2:42:00::', 'exist%2:42:00::'], [], ['bruise%1:26:00::', 'contusion%1:26:00::'], [''], [], ['ankle%1:08:00::', 'ankle_joint%1:08:00::', 'articulatio_talocruralis%1:08:00::', 'mortise_joint%1:08:00::']]
doc1	avez vous arrêté de prendre des vitamines	[[9001], [2608], [7196], [7074], [2349], [8477], [9170]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['stop%2:38:01::', 'intercept%2:35:00::', 'stop%2:35:00::'], [], ['eat%2:34:00::', 'consume%2:34:00::', 'have%2:34:00::', 'ingest%2:34:00::', 'take%2:34:00::', 'take_in%2:34:00::'], [], ['vitamin%1:27:00::']]
doc1	buvez vous beaucoup de café	[[2276], [2608], [5521], [7074], [2296]]	[['drink%2:34:00::', 'imbibe%2:34:00::'], [], ['a_good_deal%4:02:00::', 'a_great_deal%4:02:00::', 'a_lot%4:02:00::', 'lots%4:02:00::', 'much%4:02:04::', 'very_much%4:02:01::', 'much%4:02:00::', 'a_good_deal%4:02:00::', 'a_great_deal%4:02:00::', 'a_lot%4:02:00::', 'lots%4:02:00::', 'much%4:02:04::', 'very_much%4:02:01::'], [], ['coffee%1:13:00::', 'java%1:13:00::']]
doc1	avez vous des frissons	[[9001], [2608], [8477], [7109]]	[['be%2:42:00::', 'exist%2:42:00::'], [], [], ['shiver%2:29:00::', 'shudder%2:29:00::']]
doc1	vous êtes vous déjà cassé la hanche	[[2608], [5858], [], [37162], [6604], [8476], [3000]]	[[], ['be%2:42:03::', 'be%2:42:06::'], [], ['again%4:02:00::', 'once_again%4:02:00::', 'once_more%4:02:00::', 'over_again%4:02:00::'], ['break%2:30:10::', 'carve_up%2:41:00::', 'dissever%2:41:00::', 'divide%2:41:00::', 'separate%2:41:01::', 'split%2:41:03::', 'split_up%2:41:02::', 'bust%2:35:02::', 'rupture%2:35:00::', 'snap%2:35:01::', 'tear%2:35:00::'], [], ['hip%1:08:00::']]
doc1	suivez mon doigt avec les yeux sans bouger la tête s'il vous plaît	[[2474], [12264], [3298], [7064], [8477], [2876], [7813], [7167], [8476], [2673], [8195], [8195], [8195], [8195]]	[['see%2:39:00::', 'look%2:39:00::', 'consider%2:39:08::', 'look_at%2:39:01::', 'view%2:39:00::', 'observe%2:39:00::'], [], ['finger%1:08:00::'], [], [], ['eye%1:08:00::', 'oculus%1:08:00::', 'optic%1:08:00::'], [''], ['move%2:38:00::', 'displace%2:38:02::', 'move%2:38:01::'], [], ['caput%1:08:00::', 'head%1:08:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::']]
doc1	dites moi quand vous avez mal	[[9692], [], [22621], [2608], [9001], [30620]]	[['articulate%2:32:00::', 'enounce%2:32:00::', 'enunciate%2:32:01::', 'pronounce%2:32:01::', 'say%2:32:02::', 'sound_out%2:32:01::', 'say%2:32:00::', 'state%2:32:00::', 'tell%2:32:04::', 'express%2:32:00::', 'give_tongue_to%2:32:00::', 'utter%2:32:01::', 'verbalise%2:32:03::', 'verbalize%2:32:03::'], [], [], [], ['be%2:42:00::', 'exist%2:42:00::'], ['hurt%2:29:02::', 'suffer%2:29:00::', 'ache%2:39:01::', 'hurt%2:39:01::', 'suffer%2:39:00::', 'hurt%2:29:02::', 'suffer%2:29:00::', 'ache%2:39:01::', 'hurt%2:39:01::', 'suffer%2:39:00::']]
doc1	comment sont vos douleurs	[[22619], [5858], [12287], [2367]]	[[''], ['be%2:42:03::', 'be%2:42:06::'], [''], ['hurting%1:26:00::', 'pain%1:26:00::', 'pain%1:09:00::', 'pain_sensation%1:09:00::', 'painful_sensation%1:09:00::']]
doc1	la douleur est elle venue quelques heures après le choc	[[8476], [2367], [5858], [], [7079], [5374], [7129], [7818], [8476], []]	[[], ['hurting%1:26:00::', 'pain%1:26:00::', 'pain%1:09:00::', 'pain_sensation%1:09:00::', 'painful_sensation%1:09:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['direction%1:15:00::', 'way%1:15:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::', 'go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'channelise%2:38:03::', 'channelize%2:38:03::', 'direct%2:38:03::', 'guide%2:38:01::', 'head%2:38:01::', 'maneuver%2:38:00::', 'manoeuver%2:38:00::', 'manoeuvre%2:38:00::', 'point%2:38:05::', 'steer%2:38:00::'], ['about%4:02:00::', 'approximately%4:02:00::', 'around%4:02:03::', 'close_to%4:02:00::', 'just_about%4:02:00::', 'more_or_less%4:02:00::', 'or_so%4:02:00::', 'roughly%4:02:00::', 'some%4:02:00::', 'some%5:00:00:extraordinary:00', 'several%5:00:00:some:00', 'respective%5:00:00:individual:00', 'several%5:00:00:individual:00', 'various%5:00:00:individual:00'], ['60_minutes%1:28:00::', 'hour%1:28:00::', 'hr%1:28:00::'], [''], [], []]
doc1	vous êtes vous tordu le poignet	[[2608], [5858], [], [6604], [8476], [2904]]	[[], ['be%2:42:03::', 'be%2:42:06::'], [], ['break%2:30:10::', 'carve_up%2:41:00::', 'dissever%2:41:00::', 'divide%2:41:00::', 'separate%2:41:01::', 'split%2:41:03::', 'split_up%2:41:02::', 'bust%2:35:02::', 'rupture%2:35:00::', 'snap%2:35:01::', 'tear%2:35:00::'], [], ['articulatio_radiocarpea%1:08:00::', 'carpus%1:08:00::', 'radiocarpal_joint%1:08:00::', 'wrist%1:08:00::', 'wrist_joint%1:08:00::']]
doc1	est ce que la peau est chaude quand vous touchez	[[], [], [], [8476], [2840], [5858], [2300], [22621], [2608], [3293]]	[[], [], [], [], ['cutis%1:08:00::', 'skin%1:08:00::', 'tegument%1:08:00::'], ['be%2:42:03::', 'be%2:42:06::'], ['hot%3:00:01::'], [], [], ['adjoin%2:35:03::', 'contact%2:35:03::', 'meet%2:35:00::', 'touch%2:35:01::', 'touch%2:35:00::', 'touch%2:39:00::', 'touch%2:35:04::']]
doc1	avez vous été mordu par un chien	[[9001], [2608], [5858], [4700], [7212], [8474], [2517]]	[['be%2:42:00::', 'exist%2:42:00::'], [], ['be%2:42:03::', 'be%2:42:06::'], ['bite%2:35:00::', 'seize_with_teeth%2:35:00::'], [], [], ['canis_familiaris%1:05:00::', 'dog%1:05:00::', 'domestic_dog%1:05:00::']]
doc1	pouvez vous marcher normalement	[[11750], [2608], [2432], [5584]]	[[''], [], ['go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::'], ['yes%1:10:00::']]
doc1	mettez vos bras le long du corps s'il vous plaît	[[7167], [12287], [2669], [], [5367], [11712], [2728], [8195], [8195], [8195], [8195]]	[['move%2:38:00::', 'displace%2:38:02::', 'move%2:38:01::'], [''], ['arm%1:08:00::'], [], ['both%5:00:00:some:00', 'together%4:02:02::', 'joint%3:00:00::', 'close%3:00:05::', 'near%3:00:00::', 'nigh%3:00:00::'], [], ['body%1:08:01::', 'torso%1:08:00::', 'trunk%1:08:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::']]
doc1	serrez moi les mains s'il vous plaît	[[4740], [4740], [4740], [4740], [8195], [8195], [8195], [8195]]	[['handclasp%1:10:00::', 'handshake%1:10:00::', 'handshaking%1:10:00::', 'shake%1:10:00::', 'greeting%1:10:00::', 'salutation%1:10:00::'], ['handclasp%1:10:00::', 'handshake%1:10:00::', 'handshaking%1:10:00::', 'shake%1:10:00::', 'greeting%1:10:00::', 'salutation%1:10:00::'], ['handclasp%1:10:00::', 'handshake%1:10:00::', 'handshaking%1:10:00::', 'shake%1:10:00::', 'greeting%1:10:00::', 'salutation%1:10:00::'], ['handclasp%1:10:00::', 'handshake%1:10:00::', 'handshaking%1:10:00::', 'shake%1:10:00::', 'greeting%1:10:00::', 'salutation%1:10:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::'], ['act%2:29:00::', 'behave%2:29:00::', 'do%2:29:09::', 'please%4:02:00::', 'beg%2:32:00::', 'implore%2:32:00::', 'pray%2:32:01::', 'beg%2:32:01::', 'solicit%2:32:00::', 'tap%2:32:00::']]
doc1	avez vous eu un accident de moto	[[9001], [2608], [], [8474], [4551], [7074], [2480]]	[['be%2:42:00::', 'exist%2:42:00::'], [], [], [], ['accident%1:11:01::', 'crash%1:11:00::', 'wreck%1:11:00::', 'crash%2:35:02::', 'smash%2:38:02::'], [], ['bike%1:06:02::', 'motorcycle%1:06:00::', 'minibike%1:06:00::', 'motorbike%1:06:00::']]
doc1	montrez moi dans quel sens votre cheville s'est tordue	[[11308], [], [7034], [22620], [], [12285], [3405], [], [5858], [6604]]	[['demo%2:39:00::', 'demonstrate%2:39:01::', 'exhibit%2:39:00::', 'present%2:39:00::', 'show%2:39:02::', 'show%2:39:00::'], [], [], [], [], [''], ['ankle%1:08:00::', 'ankle_joint%1:08:00::', 'articulatio_talocruralis%1:08:00::', 'mortise_joint%1:08:00::'], [], ['be%2:42:03::', 'be%2:42:06::'], ['break%2:30:10::', 'carve_up%2:41:00::', 'dissever%2:41:00::', 'divide%2:41:00::', 'separate%2:41:01::', 'split%2:41:03::', 'split_up%2:41:02::', 'bust%2:35:02::', 'rupture%2:35:00::', 'snap%2:35:01::', 'tear%2:35:00::']]
doc1	vous allez être hospitalisé	[[2608], [7079], [33910], [33910]]	[[], ['direction%1:15:00::', 'way%1:15:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::', 'go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'channelise%2:38:03::', 'channelize%2:38:03::', 'direct%2:38:03::', 'guide%2:38:01::', 'head%2:38:01::', 'maneuver%2:38:00::', 'manoeuver%2:38:00::', 'manoeuvre%2:38:00::', 'point%2:38:05::', 'steer%2:38:00::'], ['come_in%2:38:02::', 'enter%2:38:00::', 'get_in%2:38:01::', 'get_into%2:38:00::', 'go_in%2:38:00::', 'go_into%2:38:00::', 'move_into%2:38:00::', 'accommodate%2:42:03::', 'admit%2:42:04::', 'hold%2:42:05::', 'hospitalise%2:40:00::', 'hospitalize%2:40:00::'], ['come_in%2:38:02::', 'enter%2:38:00::', 'get_in%2:38:01::', 'get_into%2:38:00::', 'go_in%2:38:00::', 'go_into%2:38:00::', 'move_into%2:38:00::', 'accommodate%2:42:03::', 'admit%2:42:04::', 'hold%2:42:05::', 'hospitalise%2:40:00::', 'hospitalize%2:40:00::']]
doc1	vous allez pouvoir rentrer à la maison	[[2608], [7079], [11750], [29714], [], [], []]	[[], ['direction%1:15:00::', 'way%1:15:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::', 'go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'channelise%2:38:03::', 'channelize%2:38:03::', 'direct%2:38:03::', 'guide%2:38:01::', 'head%2:38:01::', 'maneuver%2:38:00::', 'manoeuver%2:38:00::', 'manoeuvre%2:38:00::', 'point%2:38:05::', 'steer%2:38:00::'], [''], ['return%2:38:00::'], [], [], []]
doc1	vous avez une infection de la gorge	[[2608], [9001], [8474], [5484], [7074], [8476], [3332]]	[[], ['be%2:42:00::', 'exist%2:42:00::'], [], ['harm%1:26:00::', 'hurt%1:26:00::', 'injury%1:26:00::', 'trauma%1:26:02::', 'cut%1:26:00::', 'gash%1:26:00::', 'slash%1:26:00::', 'slice%1:26:00::'], [], [], ['pharynx%1:08:00::', 'throat%1:08:00::']]
