path	doc_name	sentence	reference	pictos_ref_ids	sense_keys
enregistrement77.wav	Protocolo_Coger_via	Connectez le cathéter de la clé à 3 étapes et le système et appliquez le sparadrap	conecta catéter llave 3 pasos y el sistema y pone esparadrapo	[[23967], [], [31354], [], [], [], [], [], [], [], [], [33118], [], [], [], [29812]]	[['connect%2:42:02::', 'join%2:42:01::', 'link%2:42:01::', 'link_up%2:42:00::', 'unite%2:42:02::'], [], ['extraction%1:22:00::', 'draw_out%2:35:05::', 'extract%2:35:04::', 'pull%2:35:10::', 'pull_out%2:35:00::', 'pull_up%2:35:00::', 'rip_out%2:35:00::', 'take_out%2:35:09::', 'tear_out%2:35:00::', 'analysis%1:04:00::', 'blood_test%1:09:00::'], [], [], [], [], [], [], [], [], ['catheter%1:06:00::', 'alimentation%1:04:00::', 'feeding%1:04:01::'], [], [], [], ['intravenous_feeding%1:04:00::', 'iv%1:04:00::', 'intravenously%4:02:00::', 'endovenous%3:01:00::', 'intravenous%3:01:00::']]
enregistrement78.wav	Protocolo_Coger_via	Parfois ils me mettent un bandage pour que la perfusion ne sorte pas	a veces me vendan para que no salga la via	[[27387], [], [], [7295], [], [6243], [], [], [], [29812], [], [], []]	[['sometimes%4:02:01::', 'twice%4:02:00::'], [], [], ['bandage%2:35:03::', 'bind%2:35:08::'], [], ['bandage%1:06:00::', 'patch%1:06:04::', 'roller_bandage%1:06:00::', 'gauze%1:06:01::', 'gauze_bandage%1:06:00::'], [], [], [], ['intravenous_feeding%1:04:00::', 'iv%1:04:00::', 'intravenously%4:02:00::', 'endovenous%3:01:00::', 'intravenous%3:01:00::'], [], [], []]
enregistrement79.wav	Protocolo_Coger_via	Je m'assois tranquillement pendant que le compte gouttes finit la perfusion	me siento a tumbo tranquilo mientras acaba el gotero	[[], [], [6611], [38050], [24737], [], [], [], [], [], [], [27806]]	[[], [], ['sit%2:38:00::', 'sit_down%2:38:00::', 'sit%2:35:00::', 'sit_down%2:35:03::'], ['quiet%3:00:02::', 'calm%5:00:00:composed:00', 'serene%5:00:00:composed:00', 'tranquil%5:00:00:composed:00', 'unagitated%5:00:00:composed:00'], [], [], [], [], [], [], [], ['intravenous_drip%1:11:00::']]
enregistrement80.wav	Protocolo_Coger_via	et toujours avec maman et papa	y siempre con mama a papa	[[], [17322], [], [2458], [], [2497]]	"[[], ['always%4:02:03::', 'constantly%4:02:01::', 'forever%4:02:03::', 'incessantly%4:02:00::', 'perpetually%4:02:00::', 'always%4:02:01::', 'always%4:02:02::', 'always%4:02:00::', ""e'er%4:02:00::"", 'ever%4:02:00::'], [], ['ma%1:18:00::', 'mama%1:18:00::', 'mamma%1:18:00::', 'mammy%1:18:00::', 'mom%1:18:00::', 'momma%1:18:00::', 'mommy%1:18:00::', 'mum%1:18:00::', 'mummy%1:18:00::', 'female_parent%1:18:00::', 'mother%1:18:00::'], [], ['dad%1:18:00::', 'dada%1:18:00::', 'daddy%1:18:00::', 'pa%1:18:00::', 'papa%1:18:00::', 'pappa%1:18:00::', 'pop%1:18:00::', 'begetter%1:18:00::', 'father%1:18:00::', 'male_parent%1:18:00::']]"
enregistrement81.wav	Historia_social_de_la_diabetes	je suis diabétique	yo tengo diabetes	[[2617], [7271], [28245]]	[[], ['have%2:40:04::', 'own%2:40:00::', 'possess%2:40:00::', 'have%2:40:00::', 'have_got%2:40:00::', 'hold%2:40:00::'], ['diabetes%1:26:00::']]
enregistrement82.wav	Historia_social_de_la_diabetes	le diabète c'est quand mon pancréas arrête de produire de l'insuline	la diabetes es cuando mi pancreas deja de prepar insulina	[[], [28245], [], [], [], [], [28407], [5526], [], [], [], [], [24125]]	[[], ['diabetes%1:26:00::'], [], [], [], [], ['pancreas%1:08:00::'], ['no%1:10:00::', 'no%4:02:00::', 'no%4:02:01::'], [], [], [], [], ['insulin%1:08:00::', 'inject%2:34:01::']]
enregistrement83.wav	Historia_social_de_la_diabetes	mon pancréas est dans mon ventre	mi pancreas esta adentro de mi panza	[[6632], [28407], [], [5439], [], [2786]]	[[], ['pancreas%1:08:00::'], [], ['indoors%4:02:00::', 'inside%4:02:00::', 'inside%4:02:01::', 'within%4:02:00::'], [], ['belly%1:08:02::', 'paunch%1:08:00::', 'abdomen%1:08:00::', 'belly%1:08:00::', 'stomach%1:08:01::', 'venter%1:08:00::', 'bay_window%1:08:00::', 'corporation%1:08:00::', 'pot%1:08:00::', 'potbelly%1:08:00::', 'tummy%1:08:01::']]
enregistrement84.wav	Historia_social_de_la_diabetes	l'insuline est un liquide qui se trouve dans mon pancréas	la insulina es un liquido que esta en mi pancreas	[[], [24125], [], [], [9182], [], [], [], [], [], [28407]]	[[], ['insulin%1:08:00::', 'inject%2:34:01::'], [], [], ['test_tube%1:06:00::'], [], [], [], [], [], ['pancreas%1:08:00::']]
enregistrement85.wav	Historia_social_de_la_diabetes	si je n'ai pas d'insuline je tombe malade	si no tengo insulina me enfermo	[[], [], [], [], [5526], [], [24125], [], [], [32296]]	"[[], [], [], [], ['no%1:10:00::', 'no%4:02:00::', 'no%4:02:01::'], [], ['insulin%1:08:00::', 'inject%2:34:01::'], [], [], ['ill%3:00:01::', 'sick%3:00:01::', 'illness%1:26:00::', 'malady%1:26:00::', 'sickness%1:26:00::', 'unwellness%1:26:00::', 'patient%1:18:00::', 'come_down%2:29:00::', 'sicken%2:29:00::', 'nauseate%2:39:00::', 'sicken%2:39:00::', ""turn_one's_stomach%2:39:00::""]]"
enregistrement86.wav	Historia_social_de_la_diabetes	Je dois m'injecter de l'insuline tous les jours	todos los dias tengo que inyectarme insulina	[[], [], [], [], [], [], [24125], [5596], [], [24601]]	[[], [], [], [], [], [], ['insulin%1:08:00::', 'inject%2:34:01::'], ['all%4:02:00::', 'altogether%4:02:04::', 'completely%4:02:04::', 'entirely%4:02:00::', 'right%4:02:07::', 'totally%4:02:00::', 'whole%4:02:00::', 'wholly%4:02:00::', 'all%5:00:00:complete:00'], [], ['calendar_week%1:28:00::', 'week%1:28:02::', 'hebdomad%1:28:00::', 'week%1:28:00::']]
enregistrement87.wav	Historia_social_de_la_diabetes	quand je prends de l'insuline je me sens bien	cuando me inyecto insulina me siento bien	[[], [], [], [], [], [24125], [], [], [], [13630]]	[[], [], [], [], [], ['insulin%1:08:00::', 'inject%2:34:01::'], [], [], [], ['all_right%5:00:00:satisfactory:00', 'cool%5:00:00:satisfactory:00', 'fine%5:00:00:satisfactory:00', 'hunky-dory%5:00:00:satisfactory:00', 'o.k.%5:00:00:satisfactory:00', 'ok%5:00:00:satisfactory:00', 'okay%5:00:00:satisfactory:00']]
enregistrement88.wav	Historia_social_de_la_diabetes	Si je me sens mal je peux aussi manger un bonbon	si me siento mal, tambien puedo comer un caramelo	[[], [], [], [], [2376], [], [], [], [2349], [], [2686]]	"[[], [], [], [], ['come_down%2:29:00::', 'sicken%2:29:00::', 'nauseate%2:39:00::', 'sicken%2:39:00::', ""turn_one's_stomach%2:39:00::""], [], [], [], ['eat%2:34:00::', 'consume%2:34:00::', 'have%2:34:00::', 'ingest%2:34:00::', 'take%2:34:00::', 'take_in%2:34:00::'], [], ['hard_candy%1:13:00::', 'candy%1:13:00::', 'confect%1:13:00::', 'sugar_candy%1:13:00::']]"
enregistrement89.wav	Historia_social_de_la_diabetes	Je contrôle mon insuline tous les jours avec un lecteur de glycémie	todos los dias controlo mi insulina con el medidor de insulina	[[], [35473], [], [], [5596], [], [24601], [], [], [24173], [], []]	[[], ['audit%2:31:01::', 'inspect%2:31:00::', 'scrutinise%2:31:00::', 'scrutinize%2:31:00::'], [], [], ['all%4:02:00::', 'altogether%4:02:04::', 'completely%4:02:04::', 'entirely%4:02:00::', 'right%4:02:07::', 'totally%4:02:00::', 'whole%4:02:00::', 'wholly%4:02:00::', 'all%5:00:00:complete:00'], [], ['calendar_week%1:28:00::', 'week%1:28:02::', 'hebdomad%1:28:00::', 'week%1:28:00::'], [], [], ['glucose%1:27:00::', 'meter%1:06:00::'], [], []]
enregistrement90.wav	Natacion_TEA	Je me déshabille et enfile mon maillot de bain	me desvisto y me pongo el bañador	[[6632], [], [11233], [], [2781], [8476], [2270], [2270], [2270]]	[[], [], ['disinvest%2:30:00::', 'divest%2:30:13::', 'strip%2:30:12::', 'undress%2:30:00::'], [], ['apparel%2:29:00::', 'clothe%2:29:00::', 'dress%2:29:01::', 'enclothe%2:29:00::', 'fit_out%2:29:00::', 'garb%2:29:00::', 'garment%2:29:00::', 'habilitate%2:29:00::', 'raiment%2:29:00::', 'tog%2:29:00::', 'dress%2:29:00::', 'get_dressed%2:29:00::'], [], ['bathing_costume%1:06:00::', 'bathing_suit%1:06:00::', 'swimming_costume%1:06:00::', 'swimsuit%1:06:00::', 'swimwear%1:06:00::'], ['bathing_costume%1:06:00::', 'bathing_suit%1:06:00::', 'swimming_costume%1:06:00::', 'swimsuit%1:06:00::', 'swimwear%1:06:00::'], ['bathing_costume%1:06:00::', 'bathing_suit%1:06:00::', 'swimming_costume%1:06:00::', 'swimsuit%1:06:00::', 'swimwear%1:06:00::']]
enregistrement91.wav	Natacion_TEA	Je garde mes vêtements dans le casier	guardo mi ropa dentro de la taquilla	[[], [6908], [], [34395], [5439], [7074], [8705]]	[[], ['file%2:32:00::', 'file_away%2:32:00::'], [], ['garment%1:06:00::'], ['indoors%4:02:00::', 'inside%4:02:00::', 'inside%4:02:01::', 'within%4:02:00::'], [], ['cabinet%1:06:02::', 'locker%1:06:00::', 'storage_locker%1:06:00::']]
enregistrement92.wav	Natacion_TEA	Je mets mon bonnet de bain et mes lunettes de bain	me pongo gorro de baño y las gafas de agua	[[6632], [11745], [], [3108], [3108], [3108], [], [8477], [3105], [3105], [3105]]	[[], ['lay%2:35:01::', 'place%2:35:00::', 'pose%2:35:02::', 'position%2:35:00::', 'put%2:35:00::', 'set%2:35:00::'], [], ['bathing_cap%1:06:00::', 'swimming_cap%1:06:00::'], ['bathing_cap%1:06:00::', 'swimming_cap%1:06:00::'], ['bathing_cap%1:06:00::', 'swimming_cap%1:06:00::'], [], [], ['goggles%1:06:00::'], ['goggles%1:06:00::'], ['goggles%1:06:00::']]
enregistrement93.wav	Natacion_TEA	Faire tous les exercices avec le moniteur	hacer ejercicio todos con el monitor	[[10383], [5596], [], [], [7064], [8476], [24789]]	[['exercise%1:04:00::', 'exercising%1:04:00::', 'physical_exercise%1:04:00::', 'physical_exertion%1:04:00::', 'workout%1:04:00::', 'gymnastic%3:01:00::', 'gymnastic_exercise%1:04:01::', 'gymnastics%1:04:00::'], ['all%4:02:00::', 'altogether%4:02:04::', 'completely%4:02:04::', 'entirely%4:02:00::', 'right%4:02:07::', 'totally%4:02:00::', 'whole%4:02:00::', 'wholly%4:02:00::', 'all%5:00:00:complete:00'], [], [], [], [], ['instructor%1:18:00::', 'teacher%1:18:00::']]
enregistrement94.wav	Natacion_TEA	nous avons pris une douche avant d'aller dans la piscine	nos duchamos antes de meternos en la piscina	[[7186], [], [2371], [2371], [2371], [], [7074], [5514], [7034], [8476], [3142]]	[[], [], ['shower%2:29:00::'], ['shower%2:29:00::'], ['shower%2:29:00::'], [], [], ['enclose%2:30:00::', 'inclose%2:30:00::', 'insert%2:30:00::', 'introduce%2:30:03::', 'put_in%2:30:00::', 'stick_in%2:30:00::', 'enter%2:35:03::', 'infix%2:35:01::', 'insert%2:35:00::', 'introduce%2:35:00::', 'enclose%2:30:00::', 'inclose%2:30:00::', 'insert%2:30:00::', 'introduce%2:30:03::', 'put_in%2:30:00::', 'stick_in%2:30:00::'], [], [], ['natatorium%1:06:00::', 'swimming_bath%1:06:00::', 'swimming_pool%1:06:00::']]
enregistrement95.wav	Natacion_TEA	s'asseoir sur le bord de la piscine et bouger les jambes très rapidement	sentarse en el bordillo de la piscina y mover las piernas muy rapido	[[], [11370], [7034], [], [19526], [], [], [3142], [], [7167], [], [8666], [25708], [5306]]	[[], ['sit%2:35:00::', 'sit_down%2:35:03::', 'seated%3:00:00::', 'sitting%3:00:02::'], [], [], ['curb%1:06:00::', 'curbing%1:06:00::', 'kerb%1:06:00::'], [], [], ['natatorium%1:06:00::', 'swimming_bath%1:06:00::', 'swimming_pool%1:06:00::'], [], ['move%2:38:00::', 'displace%2:38:02::', 'move%2:38:01::'], [], ['leg%1:08:01::'], ['rattling%4:02:00::', 'real%4:02:01::', 'really%4:02:00::', 'very%4:02:00::'], ['agile%5:00:00:active:01', 'nimble%5:00:00:active:01', 'quick%5:00:00:active:01', 'spry%5:00:00:active:01', 'quick%5:00:00:fast:01', 'speedy%5:00:03:fast:01', 'apace%4:02:00::', 'chop-chop%4:02:00::', 'in_short_order%4:02:00::', 'quickly%4:02:00::', 'rapidly%4:02:00::', 'speedily%4:02:00::', 'promptly%4:02:02::', 'quick%4:02:00::', 'quickly%4:02:02::', 'fleet%5:00:00:fast:01', 'swift%5:00:00:fast:01', 'fast%3:00:01::']]
enregistrement96.wav	Natacion_TEA	Compter 20 mouvements de pied	contar 20 pataleos	[[2714], [], [], [], [8666]]	[['count%2:32:01::', 'count%2:32:00::', 'enumerate%2:32:01::', 'number%2:32:00::', 'numerate%2:32:00::'], [], [], [], ['leg%1:08:01::']]
enregistrement97.wav	Natacion_TEA	répétez l'exercice cinq fois	repetir cinco veces el ejercicio	[[11752], [8476], [11263], [2631], []]	[['double%2:36:00::', 'duplicate%2:36:00::', 'reduplicate%2:36:00::', 'repeat%2:36:00::', 'replicate%2:36:00::'], [], ['example%1:04:00::', 'exercise%1:04:01::'], ['5%5:00:00:cardinal:00', 'five%5:00:00:cardinal:00', 'v%5:00:00:cardinal:00', 'number%1:10:01::', 'numeral%1:10:00::', 'number%1:23:00::'], []]
enregistrement98.wav	Natacion_TEA	Nos bras font des mouvements de crawl en posant nos mains sur le bord de la piscine	movemos los brazos a crol apoyando las manos en el bordillo de la psicina	[[], [2669], [], [], [7167], [], [25038], [], [21377], [], [2928], [], [], [19526], [19526], [], [3142]]	[[], ['arm%1:08:00::'], [], [], ['move%2:38:00::', 'displace%2:38:02::', 'move%2:38:01::'], [], ['swim%1:04:00::', 'swimming%1:04:00::', 'australian_crawl%1:04:00::', 'crawl%1:04:02::', 'front_crawl%1:04:00::'], [], ['rest%2:35:04::'], [], ['right%1:08:00::', 'right_hand%1:08:00::'], [], [], ['curb%1:06:00::', 'curbing%1:06:00::', 'kerb%1:06:00::'], ['curb%1:06:00::', 'curbing%1:06:00::', 'kerb%1:06:00::'], [], ['natatorium%1:06:00::', 'swimming_bath%1:06:00::', 'swimming_pool%1:06:00::']]
enregistrement99.wav	Natacion_TEA	Compter 20 mouvements de bras	contar 20 brazadas	[[2714], [], [], [], [2669]]	[['count%2:32:01::', 'count%2:32:00::', 'enumerate%2:32:01::', 'number%2:32:00::', 'numerate%2:32:00::'], [], [], [], ['arm%1:08:00::']]
enregistrement100.wav	Natacion_TEA	on s'appuie sur le bord de la piscine et on bouge les pieds rapidement en faisant du crawl	nos apoyamos en el bordillo de la piscina y movemos rapido los pies a crol	[[7184], [], [21377], [7034], [8476], [19526], [7074], [8476], [3142], [11399], [], [7167], [8477], [2841], [5306], [], [], [], [25038]]	[[], [], ['rest%2:35:04::'], [], [], ['curb%1:06:00::', 'curbing%1:06:00::', 'kerb%1:06:00::'], [], [], ['natatorium%1:06:00::', 'swimming_bath%1:06:00::', 'swimming_pool%1:06:00::'], [], [], ['move%2:38:00::', 'displace%2:38:02::', 'move%2:38:01::'], [], ['foot%1:08:01::', 'human_foot%1:08:00::', 'pes%1:08:00::'], ['agile%5:00:00:active:01', 'nimble%5:00:00:active:01', 'quick%5:00:00:active:01', 'spry%5:00:00:active:01', 'quick%5:00:00:fast:01', 'speedy%5:00:03:fast:01', 'apace%4:02:00::', 'chop-chop%4:02:00::', 'in_short_order%4:02:00::', 'quickly%4:02:00::', 'rapidly%4:02:00::', 'speedily%4:02:00::', 'promptly%4:02:02::', 'quick%4:02:00::', 'quickly%4:02:02::', 'fleet%5:00:00:fast:01', 'swift%5:00:00:fast:01', 'fast%3:00:01::'], [], [], [], ['swim%1:04:00::', 'swimming%1:04:00::', 'australian_crawl%1:04:00::', 'crawl%1:04:02::', 'front_crawl%1:04:00::']]
enregistrement101.wav	Natacion_TEA	Nager jambes crawlées avec une frite de piscine dans les mains	nadar piernas crol con el churro  en las manos	[[25038], [8666], [], [7064], [8476], [15724], [], [], [7034], [8477], [9830]]	[['swim%1:04:00::', 'swimming%1:04:00::', 'australian_crawl%1:04:00::', 'crawl%1:04:02::', 'front_crawl%1:04:00::'], ['leg%1:08:01::'], [], [], [], ['floater%1:17:00::'], [], [], [], [], ['hand%1:08:00::', 'manus%1:08:00::', 'mitt%1:08:00::', 'paw%1:08:01::']]
enregistrement102.wav	Natacion_TEA	on va aller au bout de la piscine et revenir ici	iremos hasta el final de la piscina y volveremos aqui	[[], [], [2432], [7041], [5358], [7074], [8476], [3142], [11399], [6248], [5382]]	[[], [], ['go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::'], [], ['destination%1:15:00::', 'finish%1:15:00::', 'goal%1:15:00::', 'finish%1:04:00::', 'finishing%1:04:00::', 'end%1:15:01::', 'cease%2:42:13::', 'end%2:42:00::', 'finish%2:42:00::', 'stop%2:42:13::', 'terminate%2:42:00::'], [], [], ['natatorium%1:06:00::', 'swimming_bath%1:06:00::', 'swimming_pool%1:06:00::'], [], ['return%2:38:00::', 'bring_back%2:38:00::', 'return%2:38:12::', 'take_back%2:38:03::', 'turn%2:38:00::', 'turn%1:04:02::'], ['here%4:02:00::', 'knuckleball%1:04:00::', 'knuckler%1:04:00::', 'here%4:02:01::', 'hither%4:02:00::']]
enregistrement103.wav	Natacion_TEA	On nage en dos crawlé avec la frite de piscine sur la nuque	nadamos espalda con churro en la nuca 	[[], [6568], [], [25075], [], [7064], [8476], [15724], [], [], [7034], [8476], [2881]]	[[], ['swim%2:38:00::'], [], ['swim%1:04:00::', 'swimming%1:04:00::', 'backstroke%1:04:00::'], [], [], [], ['floater%1:17:00::'], [], [], [], [], ['nape%1:08:00::', 'nucha%1:08:00::', 'scruff%1:08:00::']]
enregistrement104.wav	Natacion_TEA	nager jusqu'au bout de la piscine et revenir ici	nadar hasta el final de la piscina y volver aqui	[[31460], [], [7041], [5358], [7074], [], [3142], [], [6248], [5382]]	[['swim%2:38:00::'], [], [], ['destination%1:15:00::', 'finish%1:15:00::', 'goal%1:15:00::', 'finish%1:04:00::', 'finishing%1:04:00::', 'end%1:15:01::', 'cease%2:42:13::', 'end%2:42:00::', 'finish%2:42:00::', 'stop%2:42:13::', 'terminate%2:42:00::'], [], [], ['natatorium%1:06:00::', 'swimming_bath%1:06:00::', 'swimming_pool%1:06:00::'], [], ['return%2:38:00::', 'bring_back%2:38:00::', 'return%2:38:12::', 'take_back%2:38:03::', 'turn%2:38:00::', 'turn%1:04:02::'], ['here%4:02:00::', 'knuckleball%1:04:00::', 'knuckler%1:04:00::', 'here%4:02:01::', 'hither%4:02:00::']]
enregistrement105.wav	Natacion_TEA	On nage sans frite de piscine avec l'aide du maître nageur	nadamos sin churro con ayuda del monitor de natacion	[[], [31460], [7813], [15724], [], [], [7064], [], [19522], [11712], [7823], [7823]]	[[], ['swim%2:38:00::'], [''], ['floater%1:17:00::'], [], [], [], [], ['coaction%1:04:00::', 'collaboration%1:04:01::', 'cooperation%1:04:01::', 'cooperation%1:04:02::'], [], ['instructor%1:18:00::', 'teacher%1:18:00::'], ['instructor%1:18:00::', 'teacher%1:18:00::']]
enregistrement106.wav	Natacion_TEA	nous enlevons nos maillots de bain et prenons une douche	nos quitamos el bañador y nos duchamos	[[7184], [11751], [8476], [2270], [2270], [2270], [11399], [], [], [2371]]	[[], ['move_out%2:41:00::', 'remove%2:41:02::', 'take_out%2:41:01::', 'draw_out%2:35:05::', 'extract%2:35:04::', 'pull%2:35:10::', 'pull_out%2:35:00::', 'pull_up%2:35:00::', 'rip_out%2:35:00::', 'take_out%2:35:09::', 'tear_out%2:35:00::'], [], ['bathing_costume%1:06:00::', 'bathing_suit%1:06:00::', 'swimming_costume%1:06:00::', 'swimsuit%1:06:00::', 'swimwear%1:06:00::'], ['bathing_costume%1:06:00::', 'bathing_suit%1:06:00::', 'swimming_costume%1:06:00::', 'swimsuit%1:06:00::', 'swimwear%1:06:00::'], ['bathing_costume%1:06:00::', 'bathing_suit%1:06:00::', 'swimming_costume%1:06:00::', 'swimsuit%1:06:00::', 'swimwear%1:06:00::'], [], [], [], ['shower%2:29:00::']]
enregistrement107.wav	Natacion_TEA	on se sèche et on s'habille	nos secamos y nos vestimos	[[7184], [22104], [22104], [11399], [7184], [2781], [2781]]	[[], ['dry%2:30:01::', 'dry_out%2:30:05::'], ['dry%2:30:01::', 'dry_out%2:30:05::'], [], [], ['apparel%2:29:00::', 'clothe%2:29:00::', 'dress%2:29:01::', 'enclothe%2:29:00::', 'fit_out%2:29:00::', 'garb%2:29:00::', 'garment%2:29:00::', 'habilitate%2:29:00::', 'raiment%2:29:00::', 'tog%2:29:00::', 'dress%2:29:00::', 'get_dressed%2:29:00::'], ['apparel%2:29:00::', 'clothe%2:29:00::', 'dress%2:29:01::', 'enclothe%2:29:00::', 'fit_out%2:29:00::', 'garb%2:29:00::', 'garment%2:29:00::', 'habilitate%2:29:00::', 'raiment%2:29:00::', 'tog%2:29:00::', 'dress%2:29:00::', 'get_dressed%2:29:00::']]
enregistrement108.wav	Natacion_TEA	Je mets mon bonnet de bain et mes lunettes de bain	me pongo gorro de baño y las gafas de agua	[[6632], [11745], [], [3108], [3108], [3108], [], [8477], [3105], [3105], [3105]]	[[], ['lay%2:35:01::', 'place%2:35:00::', 'pose%2:35:02::', 'position%2:35:00::', 'put%2:35:00::', 'set%2:35:00::'], [], ['bathing_cap%1:06:00::', 'swimming_cap%1:06:00::'], ['bathing_cap%1:06:00::', 'swimming_cap%1:06:00::'], ['bathing_cap%1:06:00::', 'swimming_cap%1:06:00::'], [], [], ['goggles%1:06:00::'], ['goggles%1:06:00::'], ['goggles%1:06:00::']]
enregistrement109.wav	San Jorge_Cuento_y_Actividades	le chevalier saint georges est arrivé en ville	el caballero san jorge llego a la ciudad	[[], [5406], [5576], [5576], [], [2432], [], [2823]]	[[], ['armor%1:06:00::', 'armour%1:06:00::', 'knight%1:18:00::'], ['george%1:18:00::', 'saint_george%1:18:00::', 'st._george%1:18:00::'], ['george%1:18:00::', 'saint_george%1:18:00::', 'st._george%1:18:00::'], [], ['go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::'], [], ['hamlet%1:15:00::', 'village%1:15:00::', 'town%1:15:00::', 'town%1:15:01::', 'township%1:15:00::', 'municipality%1:15:00::']]
enregistrement110.wav	San Jorge_Cuento_y_Actividades	dans dans le lac vivait un dragon	en el lago vivia un dragon	[[], [], [], [6022], [11605], [], [5572]]	[[], [], [], ['lake%1:17:00::'], ['lodge_in%2:42:00::', 'occupy%2:42:00::', 'reside%2:42:01::', 'dwell%2:42:00::', 'inhabit%2:42:00::', 'live%2:42:08::', 'populate%2:42:00::'], [], ['dragon%1:18:02::', 'firedrake%1:18:00::']]
enregistrement111.wav	San Jorge_Cuento_y_Actividades	un grand méchant dragonet qui sentait mauvais	un dragon grande malo olia mal	[[], [4658], [4690], [5572], [], [16439], [16439]]	[[], ['big%3:00:01::', 'large%3:00:00::', 'greater%3:00:00::'], ['bad%3:00:00::', 'wicked%3:00:00::'], ['dragon%1:18:02::', 'firedrake%1:18:00::'], [], ['reek%2:39:00::', 'stink%2:39:00::'], ['reek%2:39:00::', 'stink%2:39:00::']]
enregistrement112.wav	San Jorge_Cuento_y_Actividades	deux moutons ont été donnés à manger au dragon	daban dos ovejas comer dragon	[[2628], [2489], [], [], [17038], [], [6456], [], [5572]]	[['2%1:23:00::', 'deuce%1:23:00::', 'ii%1:23:00::', 'two%1:23:00::', 'number%1:10:01::', 'numeral%1:10:00::', 'number%1:23:00::'], ['sheep%1:05:00::', 'lamb%1:05:00::'], [], [], ['give%2:40:00::', 'offer%2:40:00::', 'proffer%2:40:00::', 'give%2:40:06::', 'hand%2:40:00::', 'pass%2:40:00::', 'pass_on%2:40:01::', 'reach%2:40:00::', 'turn_over%2:40:00::'], [], ['eat%2:34:00::'], [], ['dragon%1:18:02::', 'firedrake%1:18:00::']]
enregistrement113.wav	San Jorge_Cuento_y_Actividades	le roi triste et en larmes embrassa la princesse et lui dit au revoir	el rey triste llorando abrazo a la princesa dijo adios	[[], [5563], [2606], [], [], [7147], [4550], [], [5554], [], [], [9692], [], []]	[[], ['king%1:18:00::', 'male_monarch%1:18:00::', 'rex%1:18:00::', 'emperor%1:18:00::', 'monarchy%1:14:00::', 'loftiness%1:07:02::', 'majesty%1:07:00::', 'stateliness%1:07:02::'], ['sad%3:00:00::', 'blue%5:00:00:dejected:00', 'depressed%5:00:00:dejected:00', 'dispirited%5:00:00:dejected:00', 'down%5:00:00:dejected:00', 'down_in_the_mouth%5:00:00:dejected:00', 'downcast%5:00:00:dejected:00', 'downhearted%5:00:00:dejected:00', 'gloomy%5:00:00:dejected:00', 'grim%5:00:00:dejected:00', 'low%5:00:00:dejected:00', 'low-spirited%5:00:00:dejected:00', 'distressed%3:00:04::', 'dysphoric%3:00:00::', 'unhappy%3:00:04::', 'unhappy%3:00:00::'], [], [], ['cry%2:29:00::', 'weep%2:29:00::'], ['clinch%1:04:01::', 'hug%1:04:00::', 'squeeze%1:04:02::', 'embrace%1:04:00::', 'embracement%1:04:00::', 'embracing%1:04:00::'], [], ['princess%1:18:00::'], [], [], ['articulate%2:32:00::', 'enounce%2:32:00::', 'enunciate%2:32:01::', 'pronounce%2:32:01::', 'say%2:32:02::', 'sound_out%2:32:01::', 'say%2:32:00::', 'state%2:32:00::', 'tell%2:32:04::', 'express%2:32:00::', 'give_tongue_to%2:32:00::', 'utter%2:32:01::', 'verbalise%2:32:03::', 'verbalize%2:32:03::'], [], []]
enregistrement114.wav	San Jorge_Cuento_y_Actividades	la princesse est allée au lac	la princesa fue al lago	[[], [5554], [], [2432], [], [6022]]	[[], ['princess%1:18:00::'], [], ['go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::'], [], ['lake%1:17:00::']]
enregistrement115.wav	San Jorge_Cuento_y_Actividades	La princesse a trouvé St Jorge	princesa encontro San jorge	[[], [5554], [], [24741], [5576], [5576]]	[[], ['princess%1:18:00::'], [], ['find%2:40:00::', 'regain%2:40:01::', 'locate%2:40:00::', 'turn_up%2:40:00::', 'appear%2:30:00::'], ['george%1:18:00::', 'saint_george%1:18:00::', 'st._george%1:18:00::'], ['george%1:18:00::', 'saint_george%1:18:00::', 'st._george%1:18:00::']]
enregistrement116.wav	San Jorge_Cuento_y_Actividades	Saint Georges a dit n'ayez pas peur je vous aiderai	san jorge dijo no miedo yo ayudaré	[[5576], [5576], [], [9692], [], [], [], [10261], [2617], [], [4570]]	[['george%1:18:00::', 'saint_george%1:18:00::', 'st._george%1:18:00::'], ['george%1:18:00::', 'saint_george%1:18:00::', 'st._george%1:18:00::'], [], ['articulate%2:32:00::', 'enounce%2:32:00::', 'enunciate%2:32:01::', 'pronounce%2:32:01::', 'say%2:32:02::', 'sound_out%2:32:01::', 'say%2:32:00::', 'state%2:32:00::', 'tell%2:32:04::', 'express%2:32:00::', 'give_tongue_to%2:32:00::', 'utter%2:32:01::', 'verbalise%2:32:03::', 'verbalize%2:32:03::'], [], [], [], ['fear%1:12:00::', 'fearfulness%1:12:00::', 'fright%1:12:00::'], [], [], ['aid%2:29:00::', 'help%2:29:00::', 'aid%2:41:00::', 'assist%2:41:02::', 'help%2:41:00::', 'collaborate%2:41:00::', 'cooperate%2:41:00::', 'get_together%2:41:00::', 'join_forces%2:41:00::']]
